policy,n_rows,propensity_min,propensity_max,propensity_mean,propensity_p5,pct_below_tau_mu,effective_override_count,pct_override_low_support,eco_rate
logged_behavior,14260,0.02289715559427108,0.9837719188358549,0.5801283111194537,0.25348743047351924,0.028050490883590466,0,0.0,0.5740532959326788
always_eco,14260,0.02289715559427108,0.9837719188358549,0.5801283111194537,0.25348743047351924,0.028050490883590466,6074,0.028050490883590466,1.0
never_eco,14260,0.02289715559427108,0.9837719188358549,0.5801283111194537,0.25348743047351924,0.028050490883590466,8186,0.0,0.0
heuristic_risk_rule,14260,0.02289715559427108,0.9837719188358549,0.5801283111194537,0.25348743047351924,0.028050490883590466,6980,0.028050490883590466,0.6
non_causal_fqi,14260,0.02289715559427108,0.9837719188358549,0.5801283111194537,0.25348743047351924,0.028050490883590466,3671,0.014025245441795233,0.49095371669004206
causal_fqi,14260,0.02289715559427108,0.9837719188358549,0.5801283111194537,0.25348743047351924,0.028050490883590466,3684,0.014025245441795233,0.47784011220196354
causal_no_history_fqi,14260,0.02289715559427108,0.9837719188358549,0.5801283111194537,0.25348743047351924,0.028050490883590466,3581,0.021037868162692847,0.48632538569424966
causal_no_vehicle_id_fqi,14260,0.02289715559427108,0.9837719188358549,0.5801283111194537,0.25348743047351924,0.028050490883590466,3561,0.014025245441795233,0.4829593267882188
minimal_fqi,14260,0.02289715559427108,0.9837719188358549,0.5801283111194537,0.25348743047351924,0.028050490883590466,3036,0.007012622720897616,0.4826086956521739
