scope,segment,policy,reward_name,metric,point_estimate,ci_low,ci_high,bootstrap_reps
segment,late_day,heuristic_risk_rule,primary,policy_value_plugin,-4.949376584205735,-5.069896545346638,-4.853504670121353,500
segment,late_day,heuristic_risk_rule,primary,policy_value_ips,-4.645153508542946,-4.953003623080868,-4.321390492197271,500
segment,late_day,heuristic_risk_rule,primary,policy_value_dr,-4.60495468769824,-4.902662006547789,-4.304915806823718,500
segment,late_day,heuristic_risk_rule,primary,estimated_lateness_min,2.0778087721991496,1.981852855174784,2.1946308600469453,500
segment,late_day,heuristic_risk_rule,primary,estimated_co2_kg,3.716672551785325,3.700365135982619,3.7319661175417926,500
segment,late_day,heuristic_risk_rule,primary,estimated_crash,0.10795333512921922,0.10665199647475973,0.10917481856386313,500
segment,late_day,heuristic_risk_rule,primary,estimated_near_miss,0.5243499751786642,0.5207472401813851,0.5276790199453022,500
segment,late_day,heuristic_risk_rule,primary,estimated_on_time,0.8122765746428365,0.8045354047689215,0.8185952267790325,500
overall,,non_causal_fqi,primary,policy_value_plugin,-4.843138678047233,-4.920509782891191,-4.786490826017029,500
overall,,non_causal_fqi,primary,policy_value_ips,-4.184343608789038,-4.321664255853787,-4.045336766352721,500
overall,,non_causal_fqi,primary,policy_value_dr,-4.520690868651498,-4.707074399896758,-4.336142119670751,500
overall,,non_causal_fqi,primary,estimated_lateness_min,1.994812349686652,1.941783185947739,2.0673431935635316,500
overall,,non_causal_fqi,primary,estimated_co2_kg,3.734256630889765,3.7262146756595005,3.743176285244717,500
overall,,non_causal_fqi,primary,estimated_crash,0.10618346815739374,0.1055455418386868,0.10691621518776992,500
overall,,non_causal_fqi,primary,estimated_near_miss,0.5198201603043457,0.5178201291618348,0.5217144715307818,500
overall,,non_causal_fqi,primary,estimated_on_time,0.8178883064363414,0.8136374589570381,0.8212115737224256,500
segment,high_traffic,non_causal_fqi,primary,policy_value_plugin,-7.521469725436281,-7.70938623112921,-7.32185577147967,500
segment,high_traffic,non_causal_fqi,primary,policy_value_ips,-6.427267679082549,-6.821510093328715,-6.056936009448002,500
segment,high_traffic,non_causal_fqi,primary,policy_value_dr,-6.891412991046716,-7.413042476483335,-6.460085551844697,500
segment,high_traffic,non_causal_fqi,primary,estimated_lateness_min,4.315881460354888,4.134784225903567,4.491950245897786,500
segment,high_traffic,non_causal_fqi,primary,estimated_co2_kg,3.97942633886019,3.960084908455044,3.9964604911795867,500
segment,high_traffic,non_causal_fqi,primary,estimated_crash,0.12762910755512716,0.12598213306933437,0.1293465174819733,500
segment,high_traffic,non_causal_fqi,primary,estimated_near_miss,0.566705960879042,0.56357874023911,0.569262067378899,500
segment,high_traffic,non_causal_fqi,primary,estimated_on_time,0.6822799066462231,0.6737376938361649,0.6917010266325536,500
segment,rain_or_event,non_causal_fqi,primary,policy_value_plugin,-5.6308963192677846,-5.7380604010030485,-5.5220430017207605,500
